choice_time,element,entry,entry_name,id_x,index,league,pick,player_first_name,player_last_name,round,seconds_to_pick,was_auto,id_y,assists,bonus,bps,clean_sheets,creativity,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,threat,yellow_cards,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,added,chance_of_playing_next_round,chance_of_playing_this_round,code,draft_rank,dreamteam_count,ep_next,ep_this,event_points,first_name,form,in_dreamteam,news,news_added,news_return,news_updated,points_per_game,second_name,squad_number,status,total_points,web_name,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,element_type,team,position_points_rank,pick_order,position_pick_order,points_vs_position_pick,points_vs_position_pick_rank,all_players_position_points_rank,all_players_points_vs_position_pick,all_players_points_vs_position_pick_rank
,,,,,,,,,,,,,166,0,0,15,0,15.3,2,0,2.5,9.4,56,0,0,0,0,0,0.0,0,0,0.00,0.05,0.05,1.13,2024-07-17T10:20:02.665912Z,,,215413,93,0,,,0,Kiernan,0.4,False,,,,,1.0,Dewsbury-Hall,,a,5,Dewsbury-Hall,425,202,341,195,685,310,419,204,,,,,,,,,,,3,6,,,,,,193.0,,
,,,,,,,,,,,,,167,0,0,54,1,4.3,1,1,9.9,61.6,184,0,0,0,0,0,33.0,0,2,0.25,0.02,0.27,3.46,2024-07-17T10:20:02.667084Z,,,220362,398,0,,,0,Axel,1.6,False,,,,,5.0,Disasi,,a,15,Disasi,323,111,388,131,264,80,341,110,,,,,,,,,,,2,6,,,,,,88.0,,
,,,,,,,,,,,,,168,3,5,262,2,331.5,13,3,79.2,302.2,967,0,0,0,0,0,157.0,1,10,1.62,2.32,3.94,12.81,2024-07-17T10:20:02.668476Z,,,448047,213,0,,,9,Enzo,7.8,False,,,,,3.9,Fernández,,a,54,Enzo,53,16,27,22,96,61,40,26,,,,,,,,,,,3,6,,,,,,22.0,,
,,,,,,,,,,,,,169,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:02.669974Z,0.0,0.0,232787,78,0,,,0,Conor,0.0,False,Transferred to Atletico Madrid,2024-08-22T11:20:34.236891Z,,,0.0,Gallagher,,u,0,Gallagher,687,312,687,312,686,311,687,312,,,,,,,,,,,3,6,,,,,,255.0,,
,,,,,,,,,,,,,170,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:02.670870Z,0.0,0.0,514280,601,0,,,0,Alfie,0.0,False,Has joined Sheffield United on a season-long,2024-08-09T11:15:16.064928Z,,,0.0,Gilchrist,,u,0,Gilchrist,523,187,503,185,468,171,525,187,,,,,,,,,,,2,6,,,,,,173.0,,
2024-08-13T20:03:48.692764Z,171,184585.0,Easy Three Points,3320934.0,99.0,48142.0,9.0,Jonathan,Ako,11.0,,False,171,1,0,91,0,139.2,14,0,38.5,158.2,865,0,0,0,0,0,87.0,2,10,0.95,0.71,1.66,13.72,2024-07-17T10:20:02.672116Z,100.0,100.0,482609,219,0,,,1,Malo,1.8,False,,2024-11-13T09:30:07.704412Z,,,1.5,Gusto,,a,18,Gusto,190,73,129,26,166,31,173,48,,,,,,,,,,,2,6,35.0,99.0,30.0,-5.0,34.0,82.0,-52.0,32.0
2024-08-13T20:14:52.312156Z,172,318371.0,Up the Ding,3320968.0,133.0,48142.0,7.0,Matthew,Stent,15.0,,False,172,0,0,32,0,23.2,4,0,6.2,38.2,240,0,0,0,0,0,0.0,0,3,0.00,0.22,0.22,5.78,2024-07-17T10:20:02.674202Z,0.0,0.0,225796,295,0,,,0,Reece,0.2,False,Hamstring injury - Unknown return date,2024-11-21T14:00:08.020459Z,,,1.2,James,,i,5,James,357,127,320,104,648,230,377,125,,,,,,,,,,,2,6,42.0,133.0,45.0,3.0,17.0,125.0,-80.0,40.0
,,,,,,,,,,,,,173,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:02.676310Z,0.0,0.0,549068,504,0,,,0,Omari,0.0,False,Hamstring injury - Unknown return date,2024-09-08T23:00:06.668188Z,,,0.0,Kellyman,,i,0,Kellyman,571,232,565,236,543,227,573,234,,,,,,,,,,,3,6,,,,,,256.0,,
,,,,,,,,,,,,,174,1,0,81,1,94.3,9,0,18.8,88.2,475,0,0,0,0,0,5.0,3,7,0.18,0.29,0.47,9.99,2024-07-17T10:20:02.677760Z,100.0,100.0,514356,509,0,,,0,Roméo,1.0,False,,2024-11-10T23:00:07.545590Z,,,1.7,Lavia,,a,15,Lavia,281,128,185,119,369,198,286,144,,,,,,,,,,,3,6,,,,,,140.0,,
,,,,,,,,,,,,,175,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:02.679115Z,0.0,0.0,66749,71,0,,,0,Romelu,0.0,False,Permanent transfer to Napoli,2024-08-30T10:21:53.872158Z,,,0.0,Lukaku Bolingoli,,u,0,Lukaku,688,73,688,73,687,73,688,73,,,,,,,,,,,4,6,,,,,,57.0,,
,,,,,,,,,,,,,176,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:02.687238Z,0.0,0.0,204727,523,0,,,0,Malang,0.0,False,Permanent move to RC Lens,2024-07-29T09:46:25.583703Z,,,0.0,Sarr,,u,0,M.Sarr,582,224,577,224,558,219,584,224,,,,,,,,,,,2,6,,,,,,174.0,,
,,,,,,,,,,,,,177,3,9,234,3,204.6,13,5,105.2,293.2,932,0,0,0,0,0,553.0,3,12,4.51,1.17,5.68,15.36,2024-07-17T10:20:02.688453Z,,,248857,62,0,,,1,Noni,4.2,False,,,,,4.9,Madueke,,a,69,Madueke,58,19,71,55,5,3,14,11,,,,,,,,,,,3,6,,,,,,11.0,,
,,,,,,,,,,,,,178,0,0,2,0,0.3,1,0,0.0,0.0,24,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.11,2024-07-17T10:20:02.689642Z,,,499309,307,0,,,0,Marc,0.0,False,,,,,1.0,Guiu Paz,,a,1,Marc Guiu,650,60,436,48,634,60,651,60,,,,,,,,,,,4,6,,,,,,49.0,,
,,,,,,,,,,,,,179,0,0,26,0,31.5,2,0,8.5,23.2,145,0,0,0,0,0,31.0,0,1,0.24,0.66,0.90,3.28,2024-07-17T10:20:02.690437Z,50.0,50.0,465920,60,0,,,0,Mykhailo,0.2,False,Illness - 50% chance of playing,2024-12-06T15:30:07.786308Z,,,1.0,Mudryk,,d,7,Mudryk,383,180,297,175,273,150,351,176,,,,,,,,,,,3,6,,,,,,177.0,,
2024-08-13T19:38:19.202745Z,180,318371.0,Up the Ding,3320865.0,30.0,48142.0,3.0,Matthew,Stent,4.0,,True,180,4,12,329,4,183.1,14,8,109.2,385.0,1100,0,0,0,0,0,523.0,4,14,7.07,0.56,7.63,16.34,2024-07-17T10:20:02.691236Z,,,517052,17,0,,,2,Nicolas,4.4,False,,,,,5.7,Jackson,,a,80,N.Jackson,17,3,89,3,6,3,11,3,,,,,,,,,,,4,6,3.0,30.0,10.0,7.0,7.0,3.0,7.0,6.0
2024-08-13T19:39:16.948863Z,181,317751.0,Some Solanke-Panky?,3320867.0,32.0,48142.0,5.0,Alex,Turnbull,4.0,,False,181,1,4,98,0,85.5,4,2,34.5,116.4,285,0,0,0,0,0,146.0,1,2,3.25,0.26,3.51,6.17,2024-07-17T10:20:02.692506Z,,,213198,68,0,,,1,Christopher,3.4,False,,,,,2.2,Nkunku,,a,31,Nkunku,239,102,192,123,100,65,193,102,,,,,,,,,,,3,6,32.0,32.0,16.0,-16.0,39.0,75.0,-59.0,32.0
2024-08-13T19:30:47.441440Z,182,317751.0,Some Solanke-Panky?,3320840.0,5.0,48142.0,5.0,Alex,Turnbull,1.0,,False,182,7,19,517,3,545.5,17,11,167.3,628.4,1298,0,0,0,0,0,498.0,3,15,9.61,3.75,13.36,19.57,2024-07-17T10:20:02.693582Z,100.0,100.0,244851,3,0,,,18,Cole,8.6,True,,2024-11-12T14:30:07.656076Z,,,8.3,Palmer,,a,125,Palmer,2,2,4,4,7,4,2,2,,,,,,,,,,,3,6,2.0,5.0,2.0,0.0,21.0,2.0,0.0,12.0
,,,,,,,,,,,,,183,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:02.694927Z,0.0,0.0,457569,399,0,,,0,Đorđe,0.0,False,Loaned to Strasbourg,2024-08-31T06:26:07.653045Z,,,0.0,Petrović,,u,0,Petrović,566,71,560,61,538,53,568,71,,,,,,,,,,,1,6,,,,,,43.0,,
,,,,,,,,,,,,,184,0,0,22,1,9.2,2,0,5.9,30.4,176,0,0,0,0,0,19.0,2,1,0.16,0.15,0.31,3.17,2024-07-17T10:20:02.695905Z,,,551230,524,0,,,1,Renato,0.4,False,,,,,1.0,Palma Veiga,,a,7,Renato Veiga,369,172,370,203,306,170,382,187,,,,,,,,,,,3,6,,,,,,178.0,,
2024-08-13T20:12:21.822886Z,185,184679.0,Kernowfornia United,3320961.0,126.0,48142.0,9.0,Scott,Renfree-Tuck,14.0,,False,185,0,5,194,3,0.0,17,0,37.0,370.8,1260,0,0,1,0,47,0.0,4,14,0.00,0.01,0.01,19.71,2024-07-17T10:20:02.696760Z,,,215059,415,0,,,0,Robert,2.0,False,,,,,3.7,Sánchez,,a,52,Sánchez,23,6,647,66,637,62,181,7,,,,,,,,,,,1,6,5.0,126.0,13.0,8.0,2.0,6.0,7.0,2.0
2024-08-13T19:58:14.648392Z,186,184585.0,Easy Three Points,3320917.0,82.0,48142.0,1.0,Jonathan,Ako,10.0,,False,186,1,0,24,0,37.8,1,0,11.3,23.8,144,0,0,0,0,0,54.0,0,2,0.51,0.09,0.60,1.39,2024-07-17T10:20:02.697683Z,100.0,100.0,103955,29,0,,,0,Raheem,1.0,False,,2024-11-02T15:00:07.534992Z,,,1.5,Sterling,,a,9,Sterling,380,177,287,172,222,123,331,164,,,,,,,,,,,3,1,42.0,82.0,33.0,-9.0,32.0,168.0,-135.0,41.0
,,,,,,,,,,,,,187,0,0,51,1,13.4,3,0,7.3,48.0,261,0,0,0,0,0,11.0,1,3,0.17,0.02,0.19,4.72,2024-07-17T10:20:02.698932Z,,,109646,405,0,,,0,Tosin,0.4,False,,,,,1.8,Adarabioyo,,a,9,Tosin,341,119,348,114,330,109,362,115,,,,,,,,,,,2,6,,,,,,116.0,,
,,,,,,,,,,,,,188,0,0,18,0,30.8,8,0,5.9,22.8,208,0,0,0,0,0,6.0,1,2,0.21,0.06,0.27,5.96,2024-07-17T10:20:02.700612Z,100.0,100.0,503714,481,0,,,0,Lesley,0.2,False,,2024-11-30T01:00:07.716140Z,,,1.0,Ugochukwu,,a,6,Ugochukwu,384,181,298,176,363,195,381,186,,,,,,,,,,,3,17,,,,,,185.0,,
,,,,,,,,,,,,,189,0,2,133,1,70.0,12,0,28.7,187.2,1015,0,0,0,0,0,29.0,6,12,0.40,0.15,0.55,13.99,2024-07-17T10:20:02.702599Z,0.0,0.0,444463,525,0,,,0,Wesley,1.0,False,Hamstring injury - Expected back 04 Jan,2024-12-02T00:00:08.059563Z,,,1.6,Fofana,,i,19,W.Fofana,158,62,213,54,276,85,227,70,,,,,,,,,,,2,6,,,,,,75.0,,
,,,,,,,,,,,,,190,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:02.703584Z,0.0,0.0,466117,476,0,,,0,Naouirou,0.0,False,Loaned to Rennes,2024-08-31T06:25:25.419519Z,,,0.0,Ahamada,,u,0,Ahamada,601,251,596,255,578,248,603,253,,,,,,,,,,,3,7,,,,,,257.0,,
2024-08-13T20:05:52.112251Z,191,325685.0,TAA very much,3320938.0,103.0,48142.0,4.0,James,Mason,12.0,,False,191,0,3,95,2,26.2,15,0,26.9,184.0,783,0,0,0,1,0,58.0,1,9,0.25,0.13,0.38,10.57,2024-07-17T10:20:02.705054Z,0.0,0.0,174874,366,0,,,0,Joachim,0.0,False,Calf injury - Unknown return date,2024-11-23T23:00:08.082582Z,,,2.2,Andersen,,i,20,Andersen,161,64,311,97,215,59,235,74,,,,,,,,,,,2,9,32.0,103.0,32.0,0.0,22.0,68.0,-36.0,28.0
,,,,,,,,,,,,,192,0,2,120,1,97.1,18,3,41.1,135.8,672,0,0,0,0,0,180.0,4,7,2.55,0.48,3.03,14.02,2024-07-17T10:20:02.706651Z,100.0,100.0,80146,114,0,,,2,Jordan,2.8,False,,2024-11-21T10:30:08.369234Z,,,2.4,Ayew,,a,36,J.Ayew,214,88,179,116,77,47,160,92,,,,,,,,,,,3,11,,,,,,63.0,,
,,,,,,,,,,,,,193,1,0,34,0,8.9,3,0,4.8,23.4,237,0,0,0,0,0,16.0,1,3,0.19,0.03,0.22,5.10,2024-07-17T10:20:02.707944Z,100.0,100.0,438464,284,0,,,0,Cheick,0.5,False,,2024-09-14T18:00:06.266238Z,,,1.4,Doucouré,,a,10,C.Doucouré,381,178,371,204,316,173,394,191,,,,,,,,,,,3,7,,,,,,159.0,,
,,,,,,,,,,,,,194,0,0,41,1,4.2,5,0,7.1,60.0,353,0,0,0,0,0,6.0,1,4,0.12,0.01,0.13,6.70,2024-07-17T10:20:02.709062Z,100.0,100.0,427623,411,0,,,0,Chris,0.5,False,,2024-09-27T15:30:06.509919Z,,,1.8,Richards,,a,11,C.Richards,328,114,390,132,359,123,364,116,,,,,,,,,,,2,7,,,,,,104.0,,
,,,,,,,,,,,,,195,0,0,3,0,1.3,2,0,2.0,18.2,90,0,0,0,0,0,0.0,0,1,0.00,0.02,0.02,1.39,2024-07-17T10:20:02.710527Z,50.0,0.0,515621,526,0,,,0,Chadi,0.0,False,Knee injury - 50% chance of playing,2024-08-28T16:30:04.488064Z,,,1.0,Riad Dnanou,,d,1,Chadi Riad,399,141,418,150,523,208,428,146,,,,,,,,,,,2,7,,,,,,148.0,,
,,,,,,,,,,,,,196,0,0,44,1,6.7,4,0,5.1,41.8,294,0,0,0,0,0,3.0,0,3,0.01,0.02,0.03,5.99,2024-07-17T10:20:02.711634Z,,,57328,420,0,,,0,Nathaniel,0.2,False,,,,,2.2,Clyne,,a,13,Clyne,349,123,381,126,376,129,389,131,,,,,,,,,,,2,7,,,,,,98.0,,
,,,,,,,,,,,,,197,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:02.712704Z,0.0,0.0,450535,527,0,,,0,Malcolm,0.0,False,Season long loan to Oxford United,2024-08-06T17:23:26.723638Z,,,0.0,Ebiowei,,u,0,Ebiowei,592,244,587,248,569,241,594,246,,,,,,,,,,,3,7,,,,,,258.0,,
,,,,,,,,,,,,,198,0,0,14,0,25.0,3,0,8.0,5.0,141,0,0,0,0,0,50.0,0,1,0.39,0.07,0.46,3.72,2024-07-17T10:20:02.714161Z,100.0,100.0,199670,134,0,,,0,Odsonne,0.2,False,,2024-09-05T11:30:06.462155Z,,,1.2,Edouard,,a,7,Edouard,442,44,314,35,229,36,354,38,,,,,,,,,,,4,11,,,,,,39.0,,
2024-08-13T19:38:24.000646Z,199,325685.0,TAA very much,3320866.0,31.0,48142.0,4.0,James,Mason,4.0,,False,199,2,3,184,3,364.1,14,1,87.3,202.2,1020,0,0,0,0,0,308.0,0,12,3.29,1.75,5.04,14.51,2024-07-17T10:20:02.715825Z,100.0,100.0,232413,27,0,,,2,Eberechi,2.5,False,,2024-10-31T02:30:07.120686Z,,,3.4,Eze,,a,41,Eze,141,49,19,16,33,18,30,21,,,,,,,,,,,3,7,22.0,31.0,15.0,-7.0,30.0,45.0,-30.0,26.0
2024-08-13T20:00:48.145571Z,200,184679.0,Kernowfornia United,3320925.0,90.0,48142.0,9.0,Scott,Renfree-Tuck,10.0,,False,200,1,3,211,3,95.7,20,2,64.3,421.0,1350,1,0,0,0,0,126.0,2,15,1.25,0.38,1.63,21.26,2024-07-17T10:20:02.717053Z,,,209036,406,0,,,1,Marc,2.8,False,,,,,3.2,Guéhi,,a,48,Guéhi,10,2,183,43,120,12,75,12,,,,,,,,,,,2,7,11.0,90.0,23.0,12.0,10.0,15.0,8.0,6.0
2024-08-13T20:07:06.828057Z,201,289293.0,*Stratford Sardines*,3320941.0,106.0,48142.0,7.0,Flat,7,12.0,,False,201,0,4,179,3,0.0,20,0,38.8,384.4,1350,0,0,1,0,46,4.0,1,15,0.01,0.00,0.01,21.26,2024-07-17T10:20:02.718523Z,,,172649,436,0,,,1,Dean,4.2,False,,,,,3.5,Henderson,,a,53,Henderson,18,5,551,57,373,1,171,5,,,,,,,,,,,1,7,4.0,106.0,11.0,7.0,3.0,5.0,6.0,3.0
,,,,,,,,,,,,,202,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:02.720249Z,,,156074,528,0,,,0,Rob,0.0,False,,,,,0.0,Holding,,a,0,Holding,553,212,541,211,513,201,555,212,,,,,,,,,,,2,7,,,,,,175.0,,
,,,,,,,,,,,,,203,2,3,115,2,216.2,12,0,41.8,156.6,798,0,0,0,0,0,47.0,6,8,0.54,0.93,1.47,13.07,2024-07-17T10:20:02.721465Z,100.0,100.0,108413,233,0,,,11,Will,4.2,False,,2024-11-02T21:30:06.165599Z,,,2.0,Hughes,,a,26,Hughes,194,76,67,52,235,129,148,86,,,,,,,,,,,3,7,,,,,,97.0,,
,,,,,,,,,,,,,204,0,0,36,0,10.0,15,0,18.7,177.2,540,0,0,0,0,21,0.0,0,6,0.00,0.00,0.00,11.78,2024-07-17T10:20:02.722769Z,100.0,100.0,101982,404,0,,,1,Sam,0.2,False,,2024-10-20T21:30:06.848774Z,,,1.8,Johnstone,,a,11,Johnstone,172,21,365,5,509,44,288,20,,,,,,,,,,,1,20,,,,,,23.0,,
,,,,,,,,,,,,,205,0,0,74,1,166.8,11,0,34.1,99.8,616,0,0,0,1,0,73.0,2,7,0.56,0.51,1.07,10.30,2024-07-17T10:20:02.723591Z,100.0,100.0,209400,160,0,,,0,Daichi,0.0,False,,2024-11-09T20:00:07.600072Z,,,1.3,Kamada,,a,14,Kamada,264,117,104,77,192,115,197,103,,,,,,,,,,,3,7,,,,,,145.0,,
,,,,,,,,,,,,,206,0,0,82,1,76.6,9,0,22.9,106.0,665,0,0,0,0,0,46.0,4,7,0.38,0.79,1.17,8.11,2024-07-17T10:20:02.724724Z,100.0,100.0,152551,230,0,,,2,Jefferson,1.2,False,,2024-10-27T22:00:06.083970Z,,,1.3,Lerma Solís,,a,14,Lerma,254,110,204,129,238,131,262,129,,,,,,,,,,,3,7,,,,,,146.0,,
2024-08-13T19:36:34.622407Z,207,318371.0,Up the Ding,3320860.0,25.0,48142.0,7.0,Matthew,Stent,3.0,,False,207,1,9,191,2,178.5,17,4,64.8,204.6,1112,0,0,0,0,0,268.0,2,13,4.46,0.74,5.20,17.26,2024-07-17T10:20:02.725851Z,,,231747,16,0,,,2,Jean-Philippe,4.2,False,,,,,3.5,Mateta,,a,52,Mateta,140,18,91,4,44,17,73,17,,,,,,,,,,,4,7,12.0,25.0,8.0,-4.0,17.0,16.0,-8.0,17.0
,,,,,,,,,,,,,208,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:02.727202Z,0.0,0.0,536694,477,0,,,0,Matheus,0.0,False,Groin Injury - Expected back 04 Jan,2024-09-27T15:30:06.533416Z,,,0.0,França de Oliveira,,i,0,M.França,570,231,564,235,542,226,572,233,,,,,,,,,,,3,7,,,,,,259.0,,
,,,,,,,,,,,,,209,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:02.729024Z,,,169593,613,0,,,0,Remi,0.0,False,,,,,0.0,Matthews,,a,0,Matthews,486,45,465,23,428,13,488,45,,,,,,,,,,,1,7,,,,,,44.0,,
2024-08-13T19:56:11.877786Z,210,283372.0,CripplingHannover96,3320911.0,76.0,48142.0,4.0,Ryan,McIntyre,9.0,,False,210,1,0,158,3,226.3,20,0,52.9,232.8,1300,0,0,0,0,0,67.0,2,15,0.34,1.33,1.67,20.67,2024-07-17T10:20:02.730307Z,,,244723,193,0,,,1,Tyrick,2.0,False,,,,,2.3,Mitchell,,a,34,Mitchell,114,43,61,12,203,52,106,23,,,,,,,,,,,2,7,21.0,76.0,18.0,-3.0,26.0,39.0,-21.0,23.0
2024-08-13T19:53:31.301011Z,211,317751.0,Some Solanke-Panky?,3320903.0,68.0,48142.0,5.0,Alex,Turnbull,8.0,,False,211,2,3,164,3,198.3,20,2,72.3,310.6,1264,0,0,0,0,0,214.0,4,15,2.53,0.69,3.22,20.10,2024-07-17T10:20:02.731825Z,100.0,100.0,247348,241,0,,,7,Daniel,6.2,False,,2024-10-05T18:00:07.079825Z,,,3.3,Muñoz,,a,50,Muñoz,50,16,77,15,59,3,50,5,,,,,,,,,,,2,7,8.0,68.0,15.0,7.0,13.0,10.0,5.0,9.0
,,,,,,,,,,,,,212,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:02.732822Z,0.0,0.0,531989,489,0,,,0,David,0.0,False,Season long loan to Derby County,2024-07-26T08:51:53.649693Z,,,0.0,Ozoh,,u,0,Ozoh,623,269,619,273,603,266,625,271,,,,,,,,,,,3,7,,,,,,260.0,,
,,,,,,,,,,,,,213,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:02.734179Z,0.0,0.0,450542,490,0,,,0,Jesurun,0.0,False,Loaned to Sheffield United,2024-08-20T12:16:48.741122Z,,,0.0,Rak-Sakyi,,u,0,Rak-Sakyi,594,246,589,250,571,243,596,248,,,,,,,,,,,3,7,,,,,,261.0,,
,,,,,,,,,,,,,214,0,0,37,0,32.2,2,0,9.6,21.6,85,0,0,0,0,0,44.0,0,0,0.13,0.08,0.21,1.47,2024-07-17T10:20:02.735025Z,,,86417,227,0,,,0,Jeffrey,0.5,False,,,,,1.0,Schlupp,,a,10,Schlupp,391,185,295,173,243,135,345,171,,,,,,,,,,,3,7,,,,,,160.0,,
,,,,,,,,,,,,,215,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.00,2024-07-17T10:20:02.736859Z,100.0,100.0,55494,419,0,,,0,Joel,0.0,False,,2024-11-01T16:30:07.610599Z,,,0.0,Ward,,a,0,Ward,550,211,536,210,506,200,552,211,,,,,,,,,,,2,7,,,,,,176.0,,
,,,,,,,,,,,,,216,0,0,104,1,131.4,9,0,29.7,112.6,621,0,0,0,0,0,53.0,0,8,0.22,0.60,0.82,9.39,2024-07-17T10:20:02.739035Z,50.0,0.0,496221,243,0,,,0,Adam,0.0,False,Groin Injury - 50% chance of playing,2024-11-01T16:30:07.622710Z,,,1.9,Wharton,,d,15,Wharton,245,105,137,97,223,124,218,111,,,,,,,,,,,3,7,,,,,,141.0,,
,,,,,,,,,,,,,217,0,0,108,5,158.6,14,0,29.6,86.4,892,0,0,0,0,0,52.0,0,11,0.48,0.44,0.92,13.56,2024-07-17T10:20:02.740099Z,100.0,100.0,121599,111,0,,,0,Abdoulaye,2.7,False,,2024-11-01T10:30:06.244300Z,,,2.2,Doucouré,,a,27,A.Doucoure,284,129,114,82,227,125,220,113,,,,,,,,,,,3,8,,,,,,94.0,,
,,,,,,,,,,,,,218,0,2,44,0,2.1,9,1,15.1,41.2,179,0,0,0,0,0,112.0,0,1,1.61,0.00,1.61,3.26,2024-07-17T10:20:02.741069Z,,,486385,244,0,,,0,Norberto Bercique,1.0,False,,,,,1.8,Gomes Betuncal,,a,16,Beto,350,34,407,45,132,31,313,34,,,,,,,,,,,4,8,,,,,,33.0,,
,,,,,,,,,,,,,219,0,1,102,3,6.6,5,0,9.9,86.6,456,0,0,0,0,0,6.0,0,5,0.03,0.05,0.08,4.40,2024-07-17T10:20:02.742484Z,100.0,100.0,480455,192,0,,,0,Jarrad,4.3,False,,2024-11-14T10:00:08.223634Z,,,3.3,Branthwaite,,a,23,Branthwaite,283,102,383,127,364,126,342,111,,,,,,,,,,,2,8,,,,,,64.0,,
2024-08-13T19:51:59.255161Z,220,324701.0,Eleven Hags,3320900.0,65.0,48142.0,2.0,Liam,Thaker,8.0,,False,220,2,3,110,6,88.0,12,2,64.8,146.6,1093,0,0,0,0,0,414.0,1,13,4.32,0.53,4.85,15.75,2024-07-17T10:20:02.744160Z,100.0,100.0,177815,82,0,,,0,Dominic,2.7,False,,2024-09-18T19:30:06.748871Z,,,3.1,Calvert-Lewin,,a,43,Calvert-Lewin,202,21,189,23,14,7,72,16,,,,,,,,,,,4,8,14.0,65.0,20.0,6.0,8.0,18.0,2.0,8.0
,,,,,,,,,,,,,221,0,0,-1,0,1.1,3,0,3.9,16.6,90,0,0,0,0,0,21.0,0,1,0.62,0.01,0.63,2.22,2024-07-17T10:20:02.746002Z,100.0,100.0,59949,461,0,,,0,Séamus,0.0,False,,2024-11-07T23:00:07.780654Z,,,1.0,Coleman,,a,1,Coleman,402,142,420,152,293,93,402,136,,,,,,,,,,,2,8,,,,,,149.0,,
,,,,,,,,,,,,,222,0,0,132,4,145.7,18,0,34.9,139.8,979,0,0,0,0,0,64.0,2,11,0.82,0.70,1.52,14.69,2024-07-17T10:20:02.747027Z,100.0,100.0,80801,221,0,,,0,Idrissa,2.3,False,,2024-09-19T14:30:05.586621Z,,,2.0,Gueye,,a,26,Gana,210,86,124,90,206,119,190,101,,,,,,,,,,,3,8,,,,,,98.0,,
,,,,,,,,,,,,,223,0,0,36,1,20.9,4,0,7.9,54.0,251,0,0,0,0,0,5.0,1,2,0.05,0.05,0.10,4.49,2024-07-17T10:20:02.747838Z,0.0,0.0,232928,207,0,,,0,James,0.0,False,Back injury - Unknown return date,2024-10-17T14:00:07.870350Z,,,1.8,Garner,,i,7,Garner,332,157,326,183,371,200,355,177,,,,,,,,,,,3,8,,,,,,179.0,,
,,,,,,,,,,,,,224,1,0,75,2,130.0,12,0,30.5,70.6,662,0,0,0,0,0,112.0,0,7,1.57,0.85,2.42,12.36,2024-07-17T10:20:02.748878Z,100.0,100.0,221399,128,0,,,0,Jack,0.7,False,,2024-09-19T14:30:05.601507Z,,,1.8,Harrison,,a,24,Harrison,306,142,138,98,133,86,215,110,,,,,,,,,,,3,8,,,,,,109.0,,
,,,,,,,,,,,,,225,0,0,-1,0,0.0,1,0,0.0,0.0,5,0,0,0,0,0,0.0,0,0,0.00,0.00,0.00,0.07,2024-07-17T10:20:02.749828Z,0.0,0.0,194164,614,0,,,0,Mason,0.0,False,Loaned to West Bromwich Albion,2024-08-31T08:24:25.909228Z,,,1.0,Holgate,,u,1,Holgate,488,169,467,167,430,151,490,169,,,,,,,,,,,2,8,,,,,,150.0,,
